image_name|comment_number|comment|Translated Comment
4612828257.jpg|0|A group of women are all sitting in a department store looking at some papers or booklets , and a large sign indicates 40 % off sale .|Бүлгийн эмэгтэйчүүд бүгд ямар нэг цаас, товхимол хайж, том үсэг, том тэмдэг нь 40% хямдрал зарна.
4612831165.jpg|0|Asian bride and groom leaving a church with crowd throwing confetti on them .|Азийн сүйт бүсгүй, хүргэн сүмтэй хамт сүм хийдтэй хамт сүм хийдээр явдаг.
4612954712.jpg|0|Two girls in matching purple dresses stand in the middle of a rocky dirt field .|Нил ягаан өнгийн даашинзтай таарч байгаа хоёр охин.
4613097862.jpg|0|A shot of the University of Pittsburgh near a bus stop .|Автобусны зогсоолын ойролцоо Питтсбургийн их сургуулийн буудлага.
4613186973.jpg|0|A small girl standing on a chair in a restaurant fiddles with a large machine .|Рестораны сандал дээр нэг жижигхэн сандал дээр зогсож байна.
4613262585.jpg|0|A cute curly headed little girl sitting on a man 's shoulders .|Эрэгтэй хүний мөрөн дээр сууж буй буржгар толгойтой бяцхан охин.
4613263773.jpg|0|At a crowded outdoor event , many people are milling about , with four girls playing jump-rope in the immediate foreground .|Олон хүн олдвортой үйл явдлын үеэр олон хүмүүс тээрэмдэж, олон хүн тээрэмдэж байна.
4613264235.jpg|0|Two children wearing a uniform of pink shirts and blue pants are standing in a grassy field at an event .|Ягаан өнгийн цамц, цэнхэр өмдний дүрэмт хувцас өмссөн хоёр хүүхэд
4613264477.jpg|0|A woman wearing a blue shirt and some little girls are hula hooping on a sidewalk .|Цэнхэр цамц өмссөн эмэгтэй, зарим бяцхан охидууд явган хүний зам дээр hula цагираг байдаг.
4613268345.jpg|0|"A man in a black leather jacket and blue jeans standing in front of a sign by Architects & Engineers that says "" 9-11 was an inside job . """|"Хар савхин хүрэм, цэнхэр жинсэн өмд нь ""9-11"" гэсэн тэмдэг, инженерүүдийнхээ урд зогсож байсан."
4613268823.jpg|0|A man driving a cart with an advertisement asking you to place your ad on the back of his bike .|Нэгэн тэрэг тэрэг жолоодож буй сурталчилгаа жолоодож байгаа зараа дугуйгаа байрлуул.
4613883258.jpg|0|A group of children who are wearing blue are sitting in the grass and enjoying an outdoor presentation .|Цэнхэр өмсөж байгаа хүүхэд өвсөн дээр сууж, гадаа танилцуулга зугаацаж байна.
4613887642.jpg|0|These young ladies are waiting for a ride , but got tired and had to sit down .|Эдгээр залуу бүсгүйчүүд унахыг хүлээж байгаа боловч ядарсан бөгөөд суух хэрэгтэй болсон.
4613916679.jpg|0|A dozen Asian men are sitting and standing in a group , they are dressed casually and are looking at something on the ground .|Хэдэн арван Азийн эрчүүд бүлэгт сууж, зогсож байна, тэд санамсаргүй байдлаар хувцасладаг бөгөөд тэд санамсаргүй байдлаар хувцасладаг бөгөөд газар дээр нь ямар нэгэн зүйл харж байна.
4613923161.jpg|0|5 people dressed in purple dance on a black stage with a blue curtain behind them .|5 хүн ягаан бүжгийн хувцас өмссөн хар бүдэгрүүлсэн хар дээлтэй, цэнхэр өнгийн хөшигөөрэй.
4614085621.jpg|0|A ballerina wearing a costume mouse head stands on her toes , with the city as the backdrop .|Хувцасны хулганы толгой өмссөн балерина хөлийнхөө хөлийнхөө хөлийнхөө хөлийнхөө хөлийнхөө хөлийн дээр зогсож байна.
461413605.jpg|0|A man in white shirt carving or slicing blocks of ice .|Цагаан цамцтай хүн сийлбэр эсвэл мөсийг хэрчсэн.
4614190206.jpg|0|Two young women in boots sit down on bricks outdoors and concentrate on a book with a motorcycle helmet to the side .|Гутал дээрх хоёр залуу эмэгтэй гадаа тоосго дээр сууж, хажуу тийшээ мотоциклийн дуулга дээр төвлөрдөг.
4614283206.jpg|0|Four people , two of whom can be seen wearing conference badges , are grouped around a long table with several laptops on it .|Дөрвөн хүн, хоёулаа бага хурлын тэмдгүүдийг өмсөж, хоёр лаазтай урт ширээн дээр урт ширээн дээр байрлуулж болно.
4614358086.jpg|0|While a marathon is going on , a police officer with his hands in his pockets looks off into the distance .|Марафон явж байхдаа Халаасандаа гараараа цагдаагийн ажилтан явж байна.
4614811971.jpg|0|A woman in orange sunglasses is playing the drums while speaking into a microphone in front of a large sign .|Улбар шар нарны шилтэй эмэгтэй, том тэмдгийн урд талын микрофон руу явж байхдаа бөмбөр тоглож байна.
4614813437.jpg|0|There are two men on a stage with guitars greeting each other .|Тайзан дээр хоёр хүн гитаруудтайгаа бие биетэйгээ мэндчилдэг.
4614816401.jpg|0|A young man wearing a white shirt is on a stage with a drummer , and the boy is playing an electric guitar .|Цагаан цамц өмссөн залуу нь бөмбөрчинтэй тайзан дээр байдаг. Хүү нь цахилгаан гитар тоглож байна.
4614873969.jpg|0|Three guys , with electric guitars playing at a benefit concert , the lead singer is wearing sunglasses and green tennis shoes .|Тэтгэмжийн концерт тоглодог гурван залуу, цахилгаан гитартай, тэргүүлэгч дуучин нь нарны шил, ногоон теннисний гутал өмсдөг.
4614953559.jpg|0|Woman with blue plaid shirt , blue print scarf and glasses , brushing butter on balls of pastry .|Цэнхэр Plark цамц, цэнхэр хэвлэх ороолт, нүдний шил, боовны бөмбөлөг дээр цөцгийн тос.
461505235.jpg|0|A person is climbing a cliff wall , over a rocky shore , using a rope .|Хүн чулуурхаг, олс ашиглан хадан хавцлын хананд авирч байна.
